Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Score
TRXUSDT,Donchian-MTF,W09,"Don(20) ATR×3.0",25,24.00,-3.02,0.74,-0.48,8.66,16.32
TRXUSDT,Donchian-MTF,W10,"Don(20) ATR×2.5",23,39.13,2.59,1.35,0.40,2.99,28.38
TRXUSDT,Donchian-MTF,W11,"Don(55) ATR×2.5",22,22.73,-6.63,0.25,-3.02,7.35,6.30
TRXUSDT,Donchian-MTF,W12,"Don(20) ATR×2.5",29,27.59,-4.28,0.66,-0.86,6.69,14.91
TRXUSDT,Donchian-MTF,W13,"Don(20) ATR×3.0",26,19.23,-12.17,0.22,-3.08,12.17,5.41
TRXUSDT,HullMA-Cross,W01,"Hull(16/55) ATR×2.0",52,30.77,-9.85,0.60,-1.39,11.50,12.91
TRXUSDT,HullMA-Cross,W02,"Hull(16/55) ATR×2.0",48,14.58,-17.07,0.22,-4.39,17.07,4.48
TRXUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×2.5",54,29.63,-11.74,0.38,-2.78,15.45,8.57
TRXUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×2.5",53,24.53,-18.41,0.35,-3.41,18.79,7.34
TRXUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×2.5",62,17.74,-19.26,0.25,-4.51,20.48,5.33
TRXUSDT,HullMA-Cross,W06,"Hull(21/55) ATR×2.5",42,23.81,-7.48,0.56,-1.29,12.91,11.65
TRXUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.5",47,23.40,-10.39,0.45,-2.04,12.76,7.85
TRXUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",40,32.50,-8.70,0.45,-2.10,9.59,9.63
TRXUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",42,30.95,-3.20,0.76,-0.64,7.38,17.16
TRXUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",46,21.74,-8.65,0.53,-1.76,9.73,9.07
TRXUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.5",48,14.58,-11.92,0.25,-3.92,14.65,4.66
TRXUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×2.5",39,23.08,-1.93,0.88,-0.31,6.85,17.79
TRXUSDT,HullMA-Cross,W13,"Hull(21/55) ATR×2.5",37,18.92,-7.72,0.41,-1.78,7.72,7.60
TRXUSDT,Vortex-Cross,W01,"Vortex(28) ATR×2.5",50,18.00,-11.11,0.49,-1.74,11.89,8.14
TRXUSDT,Vortex-Cross,W02,"Vortex(14) ATR×2.5",73,13.70,-23.83,0.29,-4.25,24.46,4.76
TRXUSDT,Vortex-Cross,W03,"Vortex(28) ATR×2.5",35,11.43,-10.97,0.18,-4.07,12.81,3.57
TRXUSDT,Vortex-Cross,W04,"Vortex(21) ATR×1.5",68,13.24,-20.10,0.17,-6.51,20.11,3.85
TRXUSDT,Vortex-Cross,W05,"Vortex(28) ATR×2.5",50,12.00,-13.22,0.16,-5.26,13.34,3.50
TRXUSDT,Vortex-Cross,W06,"Vortex(14) ATR×2.5",81,13.58,-24.65,0.26,-4.48,25.96,4.51
TRXUSDT,Vortex-Cross,W07,"Vortex(21) ATR×2.0",66,18.18,-12.38,0.42,-2.60,12.50,6.61
TRXUSDT,Vortex-Cross,W08,"Vortex(28) ATR×2.5",56,16.07,-15.91,0.35,-2.34,17.03,5.65
TRXUSDT,Vortex-Cross,W09,"Vortex(21) ATR×2.0",59,23.73,-7.03,0.61,-1.43,9.73,11.41
TRXUSDT,Vortex-Cross,W10,"Vortex(28) ATR×2.5",58,22.41,-2.17,0.87,-0.31,5.85,17.59
TRXUSDT,Vortex-Cross,W11,"Vortex(28) ATR×2.5",60,5.00,-18.96,0.09,-9.35,18.96,1.61
TRXUSDT,Vortex-Cross,W12,"Vortex(28) ATR×2.5",53,15.09,-14.44,0.26,-4.13,14.44,4.86
TRXUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.5",64,9.38,-21.07,0.19,-4.90,21.07,3.23
TRXUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.3) ATR×2.0",52,32.69,-7.97,0.71,-0.91,11.56,16.09
TRXUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.3) ATR×2.0",52,19.23,-15.20,0.38,-3.01,15.20,6.49
TRXUSDT,PSAR-Trail,W03,"PSAR(0.01/0.02/0.2) ATR×2.0",54,25.93,-8.75,0.57,-1.66,11.76,10.61
TRXUSDT,PSAR-Trail,W04,"PSAR(0.01/0.02/0.2) ATR×2.0",55,20.00,-23.60,0.22,-5.05,24.23,5.57
TRXUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.2) ATR×2.5",46,15.22,-18.18,0.25,-4.23,18.18,4.77
TRXUSDT,PSAR-Trail,W06,"PSAR(0.02/0.02/0.3) ATR×2.5",66,13.64,-18.22,0.33,-3.28,20.02,5.04
TRXUSDT,PSAR-Trail,W07,"PSAR(0.01/0.02/0.3) ATR×2.5",61,26.23,-12.16,0.45,-2.25,12.41,8.36
TRXUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.2) ATR×2.0",55,32.73,-10.63,0.46,-2.45,11.65,9.75
TRXUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.2) ATR×2.0",52,30.77,-7.92,0.59,-1.49,10.75,12.43
TRXUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.2) ATR×2.5",47,27.66,-7.24,0.56,-1.36,8.04,12.13
TRXUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.2) ATR×2.5",48,16.67,-17.08,0.15,-5.93,17.73,4.37
TRXUSDT,PSAR-Trail,W12,"PSAR(0.01/0.015/0.2) ATR×2.5",45,17.78,-13.38,0.40,-2.53,13.38,6.35
TRXUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.2) ATR×1.5",43,13.95,-12.78,0.30,-3.23,12.78,4.86
XMRUSDT,TripleEMA-MTF,W01,"EMA(13/34/89) ATR×2.0",8,37.50,-3.16,0.46,-0.96,3.74,15.08
XMRUSDT,TripleEMA-MTF,W02,"EMA(13/34/89) ATR×2.0",9,33.33,2.86,1.65,0.43,2.20,31.52
XMRUSDT,TripleEMA-MTF,W03,"EMA(13/34/89) ATR×2.0",15,13.33,-7.77,0.26,-2.15,7.77,4.49
XMRUSDT,TripleEMA-MTF,W04,"EMA(13/34/89) ATR×2.0",21,19.05,-10.67,0.22,-3.18,11.43,5.36
XMRUSDT,TripleEMA-MTF,W05,"EMA(5/21/89) ATR×2.0",36,16.67,-23.32,0.11,-5.91,23.32,4.13
XMRUSDT,TripleEMA-MTF,W06,"EMA(13/34/89) ATR×2.5",11,36.36,-2.09,0.74,-0.44,7.11,18.92
XMRUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×2.0",11,36.36,-1.71,0.62,-0.59,2.13,17.51
XMRUSDT,TripleEMA-MTF,W08,"EMA(13/34/55) ATR×1.5",13,23.08,-4.96,0.26,-2.21,5.43,6.43
XMRUSDT,TripleEMA-MTF,W09,"EMA(5/34/55) ATR×2.0",17,29.41,-3.21,0.63,-0.68,5.10,15.80
XMRUSDT,TripleEMA-MTF,W10,"EMA(5/34/55) ATR×2.0",28,10.71,-12.10,0.29,-2.33,12.64,4.21
XMRUSDT,TripleEMA-MTF,W11,"EMA(13/34/55) ATR×3.0",8,12.50,-5.91,0.07,-4.19,5.91,3.01
XMRUSDT,TripleEMA-MTF,W12,"EMA(13/34/89) ATR×3.0",21,0.00,-20.18,0.00,-10.52,20.18,0.00
XMRUSDT,TripleEMA-MTF,W13,"EMA(13/21/55) ATR×2.5",18,27.78,-7.82,0.52,-1.15,10.19,12.73
XMRUSDT,Supertrend-MTF,W01,"ST(7,3.0) ATR×2.5",10,10.00,-9.80,0.05,-4.94,9.80,2.34
XMRUSDT,Supertrend-MTF,W02,"ST(7,3.0) ATR×2.5",12,41.67,5.02,1.75,0.66,5.00,35.88
XMRUSDT,Supertrend-MTF,W03,"ST(7,2.5) ATR×2.0",21,14.29,-8.74,0.31,-1.90,11.29,5.41
XMRUSDT,Supertrend-MTF,W04,"ST(7,3.0) ATR×2.0",20,20.00,-7.73,0.35,-2.00,7.94,6.42
XMRUSDT,Supertrend-MTF,W05,"ST(7,3.0) ATR×2.5",14,14.29,-13.56,0.12,-3.72,13.56,3.71
XMRUSDT,Supertrend-MTF,W06,"ST(10,3.0) ATR×2.5",17,17.65,-13.85,0.15,-3.40,14.64,4.58
XMRUSDT,Supertrend-MTF,W07,"ST(10,2.0) ATR×2.0",26,26.92,-8.85,0.42,-1.80,9.46,9.20
XMRUSDT,Supertrend-MTF,W08,"ST(14,2.0) ATR×2.5",18,22.22,-2.17,0.86,-0.22,9.84,17.86
XMRUSDT,Supertrend-MTF,W09,"ST(14,2.0) ATR×2.5",16,37.50,-11.95,0.30,-2.23,14.18,9.59
XMRUSDT,Supertrend-MTF,W10,"ST(10,3.0) ATR×1.5",21,38.10,-4.12,0.50,-1.29,6.67,14.08
XMRUSDT,Supertrend-MTF,W11,"ST(10,3.0) ATR×2.5",16,18.75,-7.77,0.43,-1.37,7.77,9.40
XMRUSDT,Supertrend-MTF,W12,"ST(7,3.0) ATR×2.5",11,18.18,-8.91,0.08,-3.41,9.49,4.22
XMRUSDT,Supertrend-MTF,W13,"ST(14,2.5) ATR×2.5",17,23.53,-15.96,0.30,-2.16,15.96,6.79
XMRUSDT,Donchian-MTF,W01,"Don(55) ATR×2.5",18,16.67,-14.34,0.21,-2.97,14.87,4.80
XMRUSDT,Donchian-MTF,W02,"Don(55) ATR×2.0",28,17.86,-8.78,0.47,-1.30,15.85,9.81
XMRUSDT,Donchian-MTF,W03,"Don(55) ATR×1.5",26,23.08,2.28,1.16,0.15,11.82,22.53
XMRUSDT,Donchian-MTF,W04,"Don(55) ATR×1.5",32,25.00,-16.66,0.35,-2.72,18.09,7.46
XMRUSDT,Donchian-MTF,W05,"Don(55) ATR×1.5",30,20.00,0.49,1.02,0.03,8.91,19.77
XMRUSDT,Donchian-MTF,W06,"Don(55) ATR×1.5",26,11.54,-18.62,0.19,-3.95,18.62,3.61
XMRUSDT,Donchian-MTF,W07,"Don(55) ATR×1.5",26,26.92,-9.21,0.29,-2.91,9.54,7.39
XMRUSDT,Donchian-MTF,W08,"Don(55) ATR×1.5",32,31.25,-0.70,0.95,-0.07,11.72,20.98
XMRUSDT,Donchian-MTF,W09,"Don(55) ATR×2.5",24,20.83,-17.17,0.35,-2.28,21.94,6.60
XMRUSDT,Donchian-MTF,W10,"Don(55) ATR×2.0",31,12.90,-14.25,0.39,-2.14,20.16,5.28
XMRUSDT,Donchian-MTF,W11,"Don(20) ATR×2.5",30,13.33,-24.76,0.15,-4.50,24.76,3.71
XMRUSDT,Donchian-MTF,W12,"Don(10) ATR×3.0",34,23.53,-30.40,0.30,-3.12,33.99,6.78
XMRUSDT,Donchian-MTF,W13,"Don(55) ATR×2.5",23,30.43,-14.54,0.55,-1.09,17.57,13.75
XMRUSDT,HullMA-Cross,W01,"Hull(21/34) ATR×2.5",54,22.22,-23.56,0.37,-3.03,24.20,7.02
XMRUSDT,HullMA-Cross,W02,"Hull(21/34) ATR×2.5",58,32.76,-14.72,0.48,-1.98,16.76,10.01
XMRUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×2.5",67,17.91,-29.16,0.36,-2.17,29.16,6.12
XMRUSDT,HullMA-Cross,W04,"Hull(16/34) ATR×2.5",75,17.33,-46.81,0.18,-6.36,46.81,4.73
XMRUSDT,HullMA-Cross,W05,"Hull(21/55) ATR×1.5",51,19.61,-2.43,0.93,-0.14,12.71,18.20
XMRUSDT,HullMA-Cross,W06,"Hull(21/55) ATR×1.5",51,19.61,-31.62,0.15,-6.25,32.34,4.99
XMRUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.0",55,21.82,-22.88,0.34,-3.35,26.19,6.75
XMRUSDT,HullMA-Cross,W08,"Hull(16/55) ATR×2.0",54,29.63,-12.18,0.57,-1.16,20.41,13.39
XMRUSDT,HullMA-Cross,W09,"Hull(16/55) ATR×2.0",53,26.42,-21.35,0.49,-2.16,24.41,8.68
XMRUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",38,26.32,-11.37,0.56,-1.38,16.07,11.72
XMRUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.5",45,20.00,-26.42,0.21,-4.27,26.42,5.50
XMRUSDT,HullMA-Cross,W12,"Hull(21/34) ATR×2.5",56,28.57,-7.17,0.81,-0.48,18.93,17.69
XMRUSDT,HullMA-Cross,W13,"Hull(21/34) ATR×2.5",58,37.93,-21.42,0.54,-1.92,25.08,11.71
XMRUSDT,Vortex-Cross,W01,"Vortex(21) ATR×2.5",75,20.00,-33.79,0.28,-4.13,34.44,5.98
XMRUSDT,Vortex-Cross,W02,"Vortex(21) ATR×2.5",61,16.39,-13.46,0.50,-1.62,19.48,8.33
XMRUSDT,Vortex-Cross,W03,"Vortex(21) ATR×2.5",68,11.76,-30.09,0.15,-6.24,31.24,3.43
XMRUSDT,Vortex-Cross,W04,"Vortex(21) ATR×2.5",77,18.18,-32.17,0.32,-4.04,32.74,5.85
XMRUSDT,Vortex-Cross,W05,"Vortex(28) ATR×2.0",61,31.15,0.67,1.02,0.05,11.62,22.07
XMRUSDT,Vortex-Cross,W06,"Vortex(28) ATR×2.5",63,20.63,-26.09,0.38,-3.07,26.99,6.76
XMRUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.5",76,13.16,-31.20,0.20,-5.75,31.20,4.07
XMRUSDT,Vortex-Cross,W08,"Vortex(21) ATR×1.5",57,17.54,-10.92,0.58,-1.04,20.88,11.57
XMRUSDT,Vortex-Cross,W09,"Vortex(21) ATR×2.0",57,36.84,0.76,1.03,0.09,6.21,23.46
XMRUSDT,Vortex-Cross,W10,"Vortex(21) ATR×2.0",65,12.31,-21.10,0.36,-2.88,25.14,4.96
XMRUSDT,Vortex-Cross,W11,"Vortex(21) ATR×2.0",88,13.64,-43.43,0.15,-7.17,43.43,3.80
XMRUSDT,Vortex-Cross,W12,"Vortex(21) ATR×2.0",72,18.06,-27.33,0.33,-3.60,27.33,5.94
XMRUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.5",61,22.95,-35.02,0.28,-4.00,36.99,6.55
XMRUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.2) ATR×2.0",57,15.79,-32.72,0.23,-4.95,34.01,4.77
XMRUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.2) ATR×2.5",54,31.48,-21.45,0.40,-2.43,22.34,9.07
XMRUSDT,PSAR-Trail,W03,"PSAR(0.01/0.015/0.3) ATR×2.5",62,19.35,-38.95,0.18,-3.78,38.95,5.11
XMRUSDT,PSAR-Trail,W04,"PSAR(0.01/0.015/0.3) ATR×2.0",60,21.67,-39.46,0.25,-4.70,39.46,6.12
XMRUSDT,PSAR-Trail,W05,"PSAR(0.02/0.02/0.3) ATR×2.5",73,24.66,-19.59,0.67,-1.05,23.74,13.55
XMRUSDT,PSAR-Trail,W06,"PSAR(0.01/0.015/0.2) ATR×2.5",51,19.61,-29.14,0.25,-4.22,29.14,5.66
XMRUSDT,PSAR-Trail,W07,"PSAR(0.02/0.02/0.3) ATR×2.5",78,21.79,-32.22,0.30,-4.23,33.41,6.47
XMRUSDT,PSAR-Trail,W08,"PSAR(0.01/0.02/0.3) ATR×2.0",60,26.67,-15.57,0.57,-1.46,22.01,11.55
XMRUSDT,PSAR-Trail,W09,"PSAR(0.02/0.02/0.3) ATR×2.5",67,28.36,-19.65,0.58,-1.79,20.28,10.65
XMRUSDT,PSAR-Trail,W10,"PSAR(0.01/0.02/0.2) ATR×2.0",68,27.94,-23.73,0.39,-3.00,28.12,8.35
XMRUSDT,PSAR-Trail,W11,"PSAR(0.01/0.02/0.2) ATR×2.5",65,18.46,-37.65,0.29,-4.13,38.83,5.74
XMRUSDT,PSAR-Trail,W12,"PSAR(0.01/0.02/0.2) ATR×2.5",69,23.19,-37.42,0.41,-2.97,39.57,7.53
XMRUSDT,PSAR-Trail,W13,"PSAR(0.01/0.02/0.3) ATR×2.5",56,26.79,-17.58,0.68,-0.89,26.86,14.78
XRPUSDT,TripleEMA-MTF,W01,"EMA(5/34/55) ATR×2.0",17,17.65,-10.11,0.39,-1.49,10.11,8.38
XRPUSDT,TripleEMA-MTF,W02,"EMA(9/21/55) ATR×1.5",15,20.00,-6.74,0.16,-2.78,6.74,5.15
XRPUSDT,TripleEMA-MTF,W03,"EMA(9/21/55) ATR×1.5",19,15.79,-7.07,0.33,-2.14,7.11,5.46
XRPUSDT,TripleEMA-MTF,W04,"EMA(9/21/55) ATR×2.5",16,31.25,-6.38,0.35,-1.80,6.50,9.53
XRPUSDT,TripleEMA-MTF,W05,"EMA(13/21/89) ATR×2.5",14,42.86,3.02,1.70,0.65,2.61,33.66
XRPUSDT,TripleEMA-MTF,W06,"EMA(5/21/89) ATR×2.0",31,12.90,-11.88,0.35,-2.12,11.88,5.01
XRPUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×2.0",13,38.46,1.92,1.26,0.31,3.69,27.58
XRPUSDT,TripleEMA-MTF,W08,"EMA(9/34/89) ATR×3.0",13,23.08,-4.73,0.58,-0.73,7.00,13.95
XRPUSDT,TripleEMA-MTF,W09,"EMA(13/21/89) ATR×3.0",19,21.05,-5.15,0.54,-1.11,6.86,11.68
XRPUSDT,TripleEMA-MTF,W10,"EMA(13/21/55) ATR×3.0",14,14.29,-3.04,0.48,-0.99,5.10,10.42
XRPUSDT,TripleEMA-MTF,W11,"EMA(9/21/89) ATR×2.0",22,22.73,-8.56,0.26,-2.86,8.61,6.35
XRPUSDT,TripleEMA-MTF,W12,"EMA(13/34/55) ATR×2.0",13,30.77,2.28,1.26,0.34,4.41,26.48
XRPUSDT,TripleEMA-MTF,W13,"EMA(13/34/55) ATR×3.0",17,23.53,-8.07,0.41,-1.59,9.17,9.28
XRPUSDT,Supertrend-MTF,W01,"ST(14,2.0) ATR×1.5",16,25.00,-5.41,0.60,-0.84,5.70,14.05
XRPUSDT,Supertrend-MTF,W02,"ST(7,2.0) ATR×1.5",21,14.29,-11.95,0.11,-4.41,11.95,3.61
XRPUSDT,Supertrend-MTF,W03,"ST(14,2.0) ATR×2.5",15,40.00,-0.33,0.97,-0.05,6.47,22.89
XRPUSDT,Supertrend-MTF,W04,"ST(14,2.0) ATR×2.5",24,12.50,-12.89,0.30,-2.29,13.98,4.62
XRPUSDT,Supertrend-MTF,W05,"ST(10,3.0) ATR×2.5",11,36.36,0.70,1.15,0.15,2.49,24.96
XRPUSDT,Supertrend-MTF,W06,"ST(7,2.5) ATR×2.0",19,26.32,-2.32,0.77,-0.43,5.75,17.18
XRPUSDT,Supertrend-MTF,W07,"ST(7,2.5) ATR×2.0",17,35.29,-0.62,0.95,-0.09,5.25,21.63
XRPUSDT,Supertrend-MTF,W08,"ST(14,2.5) ATR×2.0",12,41.67,4.25,1.79,0.52,4.77,34.91
XRPUSDT,Supertrend-MTF,W09,"ST(14,2.5) ATR×1.5",11,27.27,-5.38,0.17,-2.84,5.38,6.65
XRPUSDT,Supertrend-MTF,W10,"ST(14,2.5) ATR×1.5",10,30.00,-0.92,0.77,-0.38,2.17,18.15
XRPUSDT,Supertrend-MTF,W11,"ST(7,2.0) ATR×2.0",19,26.32,-3.32,0.69,-0.60,7.16,15.90
XRPUSDT,Supertrend-MTF,W12,"ST(7,2.0) ATR×2.0",20,35.00,-1.38,0.90,-0.20,4.44,20.78
XRPUSDT,Supertrend-MTF,W13,"ST(14,3.0) ATR×1.5",10,40.00,-2.09,0.69,-0.50,4.64,19.05
XRPUSDT,Donchian-MTF,W01,"Don(10) ATR×1.5",45,15.56,-29.92,0.31,-3.13,29.92,5.29
XRPUSDT,Donchian-MTF,W02,"Don(55) ATR×3.0",19,31.58,-8.71,0.50,-1.25,10.85,12.95
XRPUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",15,33.33,-5.93,0.52,-1.10,7.53,14.06
XRPUSDT,Donchian-MTF,W04,"Don(55) ATR×3.0",24,8.33,-21.82,0.20,-3.60,21.82,3.10
XRPUSDT,Donchian-MTF,W05,"Don(20) ATR×1.5",32,21.88,-9.27,0.50,-1.53,13.19,9.86
XRPUSDT,Donchian-MTF,W06,"Don(10) ATR×2.0",43,23.26,-20.67,0.31,-3.52,20.67,6.82
XRPUSDT,Donchian-MTF,W07,"Don(10) ATR×2.0",41,36.59,7.42,1.30,0.62,9.66,29.16
XRPUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",20,30.00,-6.83,0.71,-0.61,17.76,16.71
XRPUSDT,Donchian-MTF,W09,"Don(20) ATR×3.0",24,25.00,-11.12,0.42,-1.70,11.12,9.19
XRPUSDT,Donchian-MTF,W10,"Don(20) ATR×3.0",23,26.09,-9.63,0.42,-1.84,11.77,8.85
XRPUSDT,Donchian-MTF,W11,"Don(20) ATR×3.0",26,15.38,-15.40,0.27,-2.80,15.78,4.95
XRPUSDT,Donchian-MTF,W12,"Don(10) ATR×2.0",35,37.14,3.24,1.15,0.25,8.72,25.80
XRPUSDT,Donchian-MTF,W13,"Don(55) ATR×1.5",36,22.22,-21.56,0.25,-3.71,21.56,6.21
XRPUSDT,HullMA-Cross,W01,"Hull(21/55) ATR×1.5",50,32.00,-19.22,0.47,-1.80,20.56,10.48
XRPUSDT,HullMA-Cross,W02,"Hull(9/55) ATR×1.5",67,22.39,-27.83,0.38,-2.37,27.83,7.16
XRPUSDT,HullMA-Cross,W03,"Hull(9/34) ATR×2.0",72,30.56,-15.12,0.57,-1.99,21.86,10.15
XRPUSDT,HullMA-Cross,W04,"Hull(16/34) ATR×2.0",72,20.83,-29.58,0.36,-3.61,30.76,6.65
XRPUSDT,HullMA-Cross,W05,"Hull(16/34) ATR×2.0",65,29.23,-8.86,0.67,-1.30,13.38,13.47
XRPUSDT,HullMA-Cross,W06,"Hull(9/34) ATR×2.0",77,19.48,-19.88,0.46,-2.31,19.88,7.14
XRPUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.5",45,33.33,2.28,1.08,0.17,5.96,23.80
XRPUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",43,27.91,-8.65,0.69,-0.88,16.71,15.09
XRPUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",40,35.00,-5.64,0.76,-0.72,13.53,17.64
XRPUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",54,27.78,-16.67,0.39,-2.85,18.48,8.31
XRPUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×1.5",46,19.57,-15.15,0.28,-3.55,15.56,5.88
XRPUSDT,HullMA-Cross,W12,"Hull(21/55) ATR×1.5",41,29.27,-7.83,0.66,-1.07,10.21,14.36
XRPUSDT,HullMA-Cross,W13,"Hull(9/55) ATR×1.5",59,23.73,-17.97,0.45,-2.41,17.97,7.92
XRPUSDT,Vortex-Cross,W01,"Vortex(21) ATR×1.5",81,32.10,-12.35,0.69,-0.90,23.91,15.85
XRPUSDT,Vortex-Cross,W02,"Vortex(21) ATR×1.5",70,15.71,-36.37,0.14,-6.83,36.37,4.10
XRPUSDT,Vortex-Cross,W03,"Vortex(14) ATR×2.5",87,20.69,-21.73,0.48,-2.73,26.95,7.47
XRPUSDT,Vortex-Cross,W04,"Vortex(14) ATR×2.5",84,29.76,-22.06,0.44,-2.81,22.33,9.01
XRPUSDT,Vortex-Cross,W05,"Vortex(14) ATR×2.5",72,22.22,-15.92,0.44,-2.73,19.59,7.56
XRPUSDT,Vortex-Cross,W06,"Vortex(14) ATR×2.5",89,11.24,-35.00,0.26,-4.39,35.00,4.10
XRPUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.0",52,15.38,-11.22,0.54,-1.59,11.58,8.58
XRPUSDT,Vortex-Cross,W08,"Vortex(21) ATR×2.0",55,23.64,-13.51,0.55,-1.36,18.40,11.24
XRPUSDT,Vortex-Cross,W09,"Vortex(21) ATR×2.5",74,17.57,-28.12,0.24,-5.12,28.19,5.21
XRPUSDT,Vortex-Cross,W10,"Vortex(14) ATR×1.5",84,19.05,-21.58,0.33,-4.17,21.60,6.12
XRPUSDT,Vortex-Cross,W11,"Vortex(28) ATR×2.0",65,13.85,-16.56,0.36,-3.14,16.97,5.29
XRPUSDT,Vortex-Cross,W12,"Vortex(28) ATR×1.5",70,24.29,-20.15,0.37,-3.37,21.64,7.47
XRPUSDT,Vortex-Cross,W13,"Vortex(21) ATR×1.5",73,12.33,-30.21,0.28,-3.87,30.21,4.46
XRPUSDT,PSAR-Trail,W01,"PSAR(0.01/0.02/0.3) ATR×2.5",55,38.18,13.00,1.37,0.55,15.13,30.16
XRPUSDT,PSAR-Trail,W02,"PSAR(0.01/0.02/0.3) ATR×2.0",55,30.91,-12.22,0.68,-0.94,20.03,15.39
XRPUSDT,PSAR-Trail,W03,"PSAR(0.01/0.02/0.2) ATR×1.5",54,29.63,-15.14,0.51,-1.95,20.90,9.74
XRPUSDT,PSAR-Trail,W04,"PSAR(0.01/0.02/0.2) ATR×2.0",58,29.31,-29.70,0.32,-3.47,29.70,8.13
XRPUSDT,PSAR-Trail,W05,"PSAR(0.01/0.02/0.2) ATR×2.0",58,34.48,-10.94,0.61,-1.61,14.92,12.83
XRPUSDT,PSAR-Trail,W06,"PSAR(0.01/0.02/0.2) ATR×2.0",74,20.27,-33.21,0.30,-4.66,33.21,6.15
XRPUSDT,PSAR-Trail,W07,"PSAR(0.01/0.02/0.3) ATR×2.0",65,32.31,-12.32,0.69,-1.09,19.00,15.10
XRPUSDT,PSAR-Trail,W08,"PSAR(0.01/0.02/0.3) ATR×2.5",66,33.33,-3.21,0.92,-0.22,14.18,20.54
XRPUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.2) ATR×2.5",58,25.86,-20.50,0.48,-2.32,20.50,8.54
XRPUSDT,PSAR-Trail,W10,"PSAR(0.01/0.02/0.3) ATR×2.5",63,25.40,-12.94,0.49,-2.39,14.37,8.49
XRPUSDT,PSAR-Trail,W11,"PSAR(0.02/0.015/0.2) ATR×2.5",63,22.22,-17.01,0.46,-2.24,19.34,7.69
XRPUSDT,PSAR-Trail,W12,"PSAR(0.02/0.015/0.2) ATR×2.5",61,34.43,1.34,1.04,0.10,14.50,23.14
XRPUSDT,PSAR-Trail,W13,"PSAR(0.02/0.015/0.2) ATR×2.5",62,25.81,-21.50,0.56,-1.88,21.50,9.60
