Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Score
ETHUSDT,TripleEMA-MTF,W03,"EMA(13/34/89) ATR×2.0",13,15.38,-7.97,0.17,-2.85,9.07,4.23
ETHUSDT,TripleEMA-MTF,W04,"EMA(13/34/89) ATR×2.0",12,8.33,-7.41,0.17,-2.75,7.41,2.83
ETHUSDT,TripleEMA-MTF,W05,"EMA(13/34/89) ATR×3.0",10,30.00,0.22,1.04,0.04,2.41,22.00
ETHUSDT,TripleEMA-MTF,W06,"EMA(13/21/89) ATR×2.0",11,18.18,-2.16,0.66,-0.58,4.59,14.19
ETHUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×2.5",12,33.33,2.61,1.30,0.35,3.09,27.77
ETHUSDT,TripleEMA-MTF,W08,"EMA(13/21/55) ATR×2.5",11,18.18,-7.77,0.11,-3.20,7.85,4.38
ETHUSDT,TripleEMA-MTF,W09,"EMA(13/34/89) ATR×2.5",11,45.45,7.27,3.06,1.25,1.20,50.70
ETHUSDT,TripleEMA-MTF,W10,"EMA(13/34/89) ATR×2.5",7,0.00,-5.25,0.00,-6.70,5.25,0.00
ETHUSDT,TripleEMA-MTF,W11,"EMA(13/21/89) ATR×2.5",18,16.67,-10.13,0.02,-6.25,10.25,3.46
ETHUSDT,TripleEMA-MTF,W12,"EMA(9/34/55) ATR×2.0",9,33.33,0.17,1.03,0.04,3.04,22.54
ETHUSDT,TripleEMA-MTF,W13,"EMA(13/34/89) ATR×1.5",13,38.46,7.06,1.95,0.74,4.93,38.19
ETHUSDT,Supertrend-MTF,W01,"ST(14,2.0) ATR×1.5",10,0.00,-11.72,0.00,-6.11,11.72,0.00
ETHUSDT,Supertrend-MTF,W02,"ST(7,3.0) ATR×2.0",14,35.71,0.16,1.02,0.02,3.89,22.80
ETHUSDT,Supertrend-MTF,W03,"ST(7,3.0) ATR×2.0",12,8.33,-9.70,0.08,-3.65,9.70,2.22
ETHUSDT,Supertrend-MTF,W04,"ST(7,3.0) ATR×2.0",8,25.00,3.30,1.74,0.44,3.39,31.48
ETHUSDT,Supertrend-MTF,W05,"ST(10,3.0) ATR×2.0",10,30.00,-2.00,0.60,-0.65,2.70,15.82
ETHUSDT,Supertrend-MTF,W06,"ST(10,3.0) ATR×2.0",15,26.67,-7.36,0.21,-2.27,8.88,6.82
ETHUSDT,Supertrend-MTF,W07,"ST(7,3.0) ATR×2.5",12,25.00,2.52,1.36,0.36,3.15,26.46
ETHUSDT,Supertrend-MTF,W08,"ST(14,3.0) ATR×2.5",9,22.22,-6.45,0.16,-2.52,6.45,5.58
ETHUSDT,Supertrend-MTF,W09,"ST(10,2.0) ATR×2.5",23,43.48,4.35,1.30,0.47,6.58,29.94
ETHUSDT,Supertrend-MTF,W10,"ST(10,2.0) ATR×2.5",18,22.22,-4.25,0.60,-0.86,8.32,13.36
ETHUSDT,Supertrend-MTF,W11,"ST(7,2.5) ATR×2.5",17,29.41,-1.54,0.79,-0.27,5.33,18.65
ETHUSDT,Supertrend-MTF,W12,"ST(14,2.0) ATR×1.5",19,31.58,2.22,1.22,0.27,4.88,25.53
ETHUSDT,Supertrend-MTF,W13,"ST(14,2.5) ATR×2.5",15,33.33,4.59,1.37,0.45,6.81,29.53
ETHUSDT,Donchian-MTF,W01,"Don(55) ATR×2.5",16,31.25,-3.36,0.83,-0.29,8.71,19.17
ETHUSDT,Donchian-MTF,W02,"Don(10) ATR×2.5",28,39.29,6.03,1.42,0.64,7.54,30.96
ETHUSDT,Donchian-MTF,W03,"Don(20) ATR×2.5",21,14.29,-10.48,0.44,-1.17,12.22,9.41
ETHUSDT,Donchian-MTF,W04,"Don(20) ATR×1.5",32,28.13,8.93,1.50,0.67,7.47,30.04
ETHUSDT,Donchian-MTF,W05,"Don(20) ATR×2.0",27,22.22,-12.01,0.35,-2.18,14.02,6.87
ETHUSDT,Donchian-MTF,W06,"Don(55) ATR×2.0",17,17.65,-6.09,0.36,-1.73,6.09,7.15
ETHUSDT,Donchian-MTF,W07,"Don(20) ATR×2.5",27,18.52,5.15,1.31,0.47,5.65,25.07
ETHUSDT,Donchian-MTF,W08,"Don(55) ATR×3.0",15,26.67,-5.28,0.53,-1.07,5.57,12.88
ETHUSDT,Donchian-MTF,W09,"Don(55) ATR×3.0",16,25.00,-8.83,0.45,-1.23,11.43,11.40
ETHUSDT,Donchian-MTF,W10,"Don(55) ATR×3.0",14,7.14,-8.91,0.22,-2.42,8.91,2.93
ETHUSDT,Donchian-MTF,W11,"Don(55) ATR×3.0",15,53.33,0.42,1.05,0.06,5.92,26.90
ETHUSDT,Donchian-MTF,W12,"Don(55) ATR×3.0",14,35.71,2.12,1.17,0.20,6.99,26.01
ETHUSDT,Donchian-MTF,W13,"Don(20) ATR×3.0",21,28.57,-1.76,0.89,-0.21,9.65,19.40
ETHUSDT,HullMA-Cross,W01,"Hull(16/34) ATR×1.5",66,25.76,-19.03,0.55,-1.92,19.03,9.35
ETHUSDT,HullMA-Cross,W02,"Hull(21/55) ATR×1.5",41,19.51,-11.00,0.54,-1.35,11.32,10.40
ETHUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×2.0",60,30.00,-14.53,0.48,-2.34,17.19,9.38
ETHUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×2.0",67,29.85,-11.86,0.71,-1.09,19.23,14.74
ETHUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×1.5",59,22.03,-18.29,0.38,-3.05,19.28,7.05
ETHUSDT,HullMA-Cross,W06,"Hull(16/34) ATR×2.0",64,26.56,-16.71,0.45,-2.20,19.61,8.48
ETHUSDT,HullMA-Cross,W07,"Hull(9/34) ATR×2.0",82,30.49,-7.90,0.77,-0.87,8.63,16.23
ETHUSDT,HullMA-Cross,W08,"Hull(9/34) ATR×2.5",82,25.61,-25.87,0.44,-3.23,32.09,8.17
ETHUSDT,HullMA-Cross,W09,"Hull(9/55) ATR×2.5",63,22.22,-15.85,0.56,-1.69,21.89,9.64
ETHUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",48,20.83,-12.75,0.53,-1.74,15.42,8.98
ETHUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.5",44,6.82,-22.73,0.02,-9.59,22.85,1.52
